,id,question_number,answer,correct,hint_asked,hint_imposed,hint_ans,hint_correct,answer_before_prompt,time_full,time_after_hint,timestamp,question_id,game_id,hint_used,changed_answer,changed_to_hint,inline,correct_ans,decepted,question_count
1558,1584,2,B,1,1,0,B,1.0,,8.796236101537943,3.002409730106592,2023-09-14 15:30:35.034314,1989,200,1,,,1.0,B,,3
1559,1585,3,C,1,0,1,D,0.0,C,16.929126513190567,10.663982945494354,2023-09-14 15:30:52.099851,2307,200,1,0.0,0.0,0.0,C,0.0,4
1560,1586,4,B,1,1,0,B,1.0,,17.469904620200396,4.328463730402291,2023-09-14 15:31:09.624695,32,200,1,,,1.0,B,,5
1561,1587,5,B,1,1,0,B,1.0,,11.78908753208816,5.979753959923983,2023-09-14 15:31:21.475891,1024,200,1,,,1.0,B,,6
1562,1588,6,B,1,0,0,,,,5.161015802063048,,2023-09-14 15:31:26.699791,1226,200,0,,,,B,,7
1563,1589,7,D,1,1,0,D,1.0,,14.324843663722277,6.774466750212014,2023-09-14 15:31:41.086234,1797,200,1,,,1.0,D,,8
1564,1590,8,D,0,1,0,D,0.0,,28.815784291364253,8.246690768748522,2023-09-14 15:32:39.081191,1914,200,1,,,1.0,C,,9
1565,1591,8,B,0,1,0,B,0.0,,8.862432261928916,2.7594105741009116,2023-09-14 15:32:51.117820,1760,200,1,,,1.0,C,,10
1566,1592,1,A,1,0,0,,,,42.99913627933711,,2023-09-14 15:33:05.232165,1180,201,0,,,,A,,0
1567,1593,2,A,0,1,0,C,0.0,,21.13205493800342,14.029327560216188,2023-09-14 15:33:26.439390,1632,201,1,,,0.0,B,,1
1568,1594,1,B,0,0,0,,,,17.67702137492597,,2023-09-14 15:33:48.503433,2766,201,0,,,,C,,2
1569,1595,1,D,0,1,0,D,0.0,,18.60534736700356,4.756878049112856,2023-09-14 15:46:00.952435,753,202,1,,,1.0,B,,0
1570,1596,1,A,0,0,0,,,,6.446816969662905,,2023-09-14 15:49:07.432648,2126,203,0,,,,C,,0
1571,1597,1,C,1,0,0,,,,6.127204450778663,,2023-09-14 15:49:17.592414,1104,203,0,,,,C,,1
1572,1598,2,C,0,1,0,C,0.0,,16.337027614936233,9.219998078420758,2023-09-14 15:49:33.996609,2607,203,1,,,1.0,B,,2
1573,1599,1,B,1,1,0,B,1.0,,9.06404915638268,4.637225013226271,2023-09-14 15:49:46.328060,2789,203,1,,,1.0,B,,3
1574,1600,2,B,1,1,0,B,1.0,,10.733209127560258,6.279928904026747,2023-09-14 15:49:57.336185,1698,203,1,,,1.0,B,,4
1575,1601,3,B,1,1,0,B,1.0,,7.082306106574833,1.9280330501496792,2023-09-14 15:50:04.524591,2658,203,1,,,1.0,B,,5
1576,1602,4,C,1,1,0,C,1.0,,6.0933848451823,2.2848440781235695,2023-09-14 15:50:10.700340,2737,203,1,,,1.0,C,,6
1577,1603,5,D,0,1,0,D,0.0,,14.723481507971883,4.058762955479324,2023-09-14 15:50:25.485206,1628,203,1,,,1.0,B,,7
1578,1604,3,A,0,1,0,A,0.0,,10.676334132440388,3.174090404994786,2023-09-14 15:50:38.469861,2555,203,1,,,1.0,C,,8
1579,1605,3,B,0,1,0,B,0.0,,12.287411702796817,5.168754601851106,2023-09-14 15:50:53.153133,2639,203,1,,,1.0,D,,9
1580,1606,3,B,1,1,0,B,1.0,,5.671902885660529,2.1530653815716505,2023-09-14 15:51:01.717692,761,203,1,,,1.0,B,,10
1581,1607,4,B,1,1,0,A,0.0,,19.03156911674887,11.97795619443059,2023-09-14 15:51:20.817636,1847,203,1,,,0.0,B,,11
1582,1608,5,D,1,1,0,D,1.0,,19.830047537572682,6.8569485526531935,2023-09-14 15:51:40.721728,594,203,1,,,1.0,D,,12
1583,1609,6,C,1,1,0,D,0.0,,8.597144471481442,2.4571306565776467,2023-09-14 15:51:49.387186,2036,203,1,,,0.0,C,,13
1584,1610,7,D,0,1,0,D,0.0,,10.107220765203238,6.745776951313019,2023-09-14 15:51:59.621109,2301,203,1,,,1.0,A,,14
1585,1611,3,A,0,1,0,A,0.0,,5.655530733987689,2.3368586637079716,2023-09-14 15:52:06.924893,908,203,1,,,1.0,D,,15
1586,1612,3,C,1,0,1,A,0.0,C,8.313494579866529,2.883091595955193,2023-09-14 15:52:16.648494,327,203,1,0.0,0.0,0.0,C,0.0,16
1587,1613,4,B,1,0,1,D,0.0,B,10.662620808929205,2.32585889659822,2023-09-14 15:52:27.383184,2792,203,1,0.0,0.0,0.0,B,0.0,17
1588,1614,5,D,1,1,0,D,1.0,,19.746441629715264,5.8589409133419394,2023-09-14 15:52:47.188479,1244,203,1,,,1.0,D,,18
1589,1615,6,C,0,1,0,B,1.0,,8.87635575979948,4.79886285867542,2023-09-14 15:52:56.131823,595,203,1,,,0.0,B,,19
1590,1616,3,B,1,1,0,B,1.0,,7.791537826880813,1.8032443644478917,2023-09-14 15:53:06.126600,503,203,1,,,1.0,B,,20
1591,1617,4,D,1,1,0,D,1.0,,5.37931296043098,2.6483012717217207,2023-09-14 15:53:11.559111,1938,203,1,,,1.0,D,,21
1592,1618,5,D,1,1,0,D,1.0,,13.204827553592622,10.362068329937756,2023-09-14 15:53:24.809956,1739,203,1,,,1.0,D,,22
1593,1619,6,C,1,0,0,,,,5.346929177641869,,2023-09-14 15:53:30.220074,1920,203,0,,,,C,,23
1594,1620,7,A,1,1,0,A,1.0,,12.036932463757694,7.37940932251513,2023-09-14 15:53:42.310888,953,203,1,,,1.0,A,,24
1595,1621,8,D,1,1,0,D,1.0,,7.332539264112711,2.458701418712735,2023-09-14 15:54:14.797172,2448,203,1,,,1.0,D,,25
1596,1622,9,B,0,0,0,,,,9.968730554915965,,2023-09-14 15:54:24.858395,2720,203,0,,,,C,,26
1597,1623,8,D,0,1,0,D,0.0,,9.064966022968292,2.6718920385465026,2023-09-14 15:54:35.640562,2795,203,1,,,1.0,C,,27
1598,1624,8,A,0,1,0,A,0.0,,6.104082148522139,2.554050520993769,2023-09-14 15:54:43.510342,1325,203,1,,,1.0,B,,28
1599,1625,8,D,0,1,0,D,0.0,,6.89720696490258,2.583779233507812,2023-09-14 15:54:53.665308,1572,203,1,,,1.0,B,,29
1600,1626,8,A,0,0,0,,,,5.147981660440564,,2023-09-14 15:55:00.189763,1916,203,0,,,,B,,30
1601,1627,8,B,1,0,0,,,,6.976392020471394,,2023-09-14 15:55:08.585407,54,203,0,,,,B,,31
1602,1628,9,A,0,0,1,B,1.0,A,6.177563038654625,2.2886814158409834,2023-09-14 15:55:14.819945,796,203,1,0.0,0.0,0.0,B,0.0,32
1603,1629,8,B,1,0,1,D,0.0,B,6.455870577134192,1.8526094974949956,2023-09-14 15:55:22.812347,1243,203,1,0.0,0.0,0.0,B,0.0,33
1604,1630,9,B,1,0,1,A,0.0,B,12.533606921322644,2.3847860861569643,2023-09-14 15:55:35.424273,1355,203,1,0.0,0.0,0.0,B,0.0,34
1605,1631,10,C,1,0,1,D,0.0,C,6.388799402862787,1.756484741345048,2023-09-14 15:55:41.868921,1381,203,1,0.0,0.0,0.0,C,0.0,35
1606,1632,11,B,1,0,1,A,0.0,B,9.20621998142451,2.617020772770047,2023-09-14 15:55:51.144891,859,203,1,0.0,0.0,0.0,B,0.0,36
1607,1633,12,B,1,1,0,B,1.0,,23.993367612361908,19.13233629334718,2023-09-14 15:56:15.199649,1421,203,1,,,1.0,B,,37
1608,1634,1,A,1,1,0,D,0.0,,59.70948815345764,38.57736976351589,2023-09-14 15:56:52.291295,1600,204,1,,,0.0,A,,0
1609,1635,2,C,1,1,0,C,1.0,,34.49892391636968,21.884278626181185,2023-09-14 15:57:26.851353,1001,204,1,,,1.0,C,,1
1610,1636,3,D,0,1,0,D,0.0,,21.91508776601404,9.893746186979115,2023-09-14 15:57:48.880810,1642,204,1,,,1.0,A,,2
1611,1637,3,C,1,1,0,C,1.0,,13.669608714990318,4.399620867334306,2023-09-14 15:58:08.199936,1680,204,1,,,1.0,C,,3
1612,1638,4,B,1,0,0,,,,7.485135783441365,,2023-09-14 15:58:15.747382,42,204,0,,,,B,,4
1613,1639,5,D,0,1,0,D,0.0,,41.06906032655388,28.85844306834042,2023-09-14 15:58:56.908668,2544,204,1,,,1.0,B,,5
1614,1640,3,D,0,0,0,,,,7.740873188711703,,2023-09-14 15:59:07.032791,2419,204,0,,,,B,,6
1615,1641,3,B,0,0,0,,,,10.529107945971191,,2023-09-14 15:59:19.854559,2276,204,0,,,,C,,7
1616,1642,3,A,0,0,0,,,,7.724599522538483,,2023-09-14 15:59:29.064155,562,204,0,,,,C,,8
1617,1643,3,B,0,0,0,,,,5.808246282860637,,2023-09-14 15:59:37.360809,2763,204,0,,,,A,,9
1618,1644,3,D,1,0,1,D,1.0,A,24.638260992243886,13.877401805482805,2023-09-14 16:00:03.655482,851,204,1,1.0,1.0,1.0,D,0.0,10
1619,1645,4,C,1,1,0,C,1.0,,15.549293926917017,6.270814478397369,2023-09-14 16:00:19.277627,801,204,1,,,1.0,C,,11
1620,1646,5,D,1,0,0,,,,12.346936602145433,,2023-09-14 16:00:31.728895,2769,204,0,,,,D,,12
1621,1647,6,A,1,0,1,B,0.0,A,10.064831199124455,3.137241533026099,2023-09-14 16:00:41.867710,1887,204,1,0.0,0.0,0.0,A,0.0,13
1622,1648,7,A,1,0,1,C,0.0,A,13.824514877982438,7.748316674493253,2023-09-14 16:00:55.751524,94,204,1,0.0,0.0,0.0,A,0.0,14
1623,1649,1,A,0,0,1,B,0.0,A,29.334741706959903,19.99506404902786,2023-09-14 16:19:19.773600,1059,206,1,0.0,0.0,0.0,C,0.0,0
1624,1650,1,D,0,1,0,D,0.0,,9.378048049286008,3.3469902062788606,2023-09-14 16:22:21.270220,2277,207,1,,,1.0,B,,0
1625,1651,1,B,0,0,0,,,,7.5905247731134295,,2023-09-14 16:22:32.528006,2876,207,0,,,,D,,1
1626,1652,1,C,0,0,1,B,0.0,C,15.191611046902835,8.085485778748989,2023-09-14 16:22:49.695000,2077,207,1,0.0,0.0,0.0,A,0.0,2
1627,1653,1,C,1,0,1,A,0.0,C,6.298433911986649,2.515912235714495,2023-09-14 16:22:58.749554,1981,207,1,0.0,0.0,0.0,C,0.0,3
1628,1654,2,D,1,0,1,A,0.0,D,9.869012720882893,4.943820678628981,2023-09-14 16:23:08.677822,1851,207,1,0.0,0.0,0.0,D,0.0,4
1629,1655,3,A,1,1,0,A,1.0,,8.699488216079772,1.8164778938516974,2023-09-14 16:23:17.489198,704,207,1,,,1.0,A,,5
1630,1656,4,B,0,0,1,C,0.0,B,9.10354643408209,1.7990797804668546,2023-09-14 16:23:26.666566,2070,207,1,0.0,0.0,0.0,D,0.0,6
1631,1657,3,A,0,0,0,,,,8.485289570875466,,2023-09-14 16:23:37.034762,487,207,0,,,,C,,7
1632,1658,3,C,1,0,0,,,,2.6522910529747605,,2023-09-14 16:23:41.175645,425,207,0,,,,C,,8
1633,1659,4,A,0,0,1,B,1.0,A,7.923439941368997,1.2810219135135412,2023-09-14 16:23:49.160793,2352,207,1,0.0,0.0,0.0,B,0.0,9
1634,1660,3,B,1,0,1,B,1.0,A,9.379312094300985,1.9659395338967443,2023-09-14 16:23:59.782330,1779,207,1,1.0,1.0,1.0,B,0.0,10
1635,1661,4,C,0,0,0,,,,4.997328677214682,,2023-09-14 16:24:04.836527,1105,207,0,,,,B,,11
1636,1662,1,B,1,1,0,B,1.0,,26.34870675113052,14.287348851561546,2023-09-14 16:25:14.279259,2109,208,1,,,1.0,B,,0
1637,1663,2,C,1,1,0,C,1.0,,19.23469544388354,12.65528218448162,2023-09-14 16:25:33.577799,2562,208,1,,,1.0,C,,1
1638,1664,3,B,1,1,0,B,1.0,,20.67270088940859,11.96774255298078,2023-09-14 16:25:54.360247,2272,208,1,,,1.0,B,,2
1639,1665,4,B,1,1,0,B,1.0,,22.699761593714356,17.813778723590076,2023-09-14 16:26:17.126807,2472,208,1,,,1.0,B,,3
1640,1666,5,C,1,1,0,C,1.0,,9.663630466908216,3.2555286837741733,2023-09-14 16:26:26.855642,2036,208,1,,,1.0,C,,4
1641,1667,6,B,1,1,0,B,1.0,,22.990769349969923,14.291047217324376,2023-09-14 16:26:49.926247,2914,208,1,,,1.0,B,,5
1642,1668,7,B,0,1,0,B,0.0,,25.414512906223536,17.943459881469607,2023-09-14 16:27:15.409585,1679,208,1,,,1.0,C,,6
1643,1669,3,B,0,1,0,B,0.0,,13.305850527249277,2.3919522669166327,2023-09-14 16:27:37.318073,1244,208,1,,,1.0,D,,7
1644,1670,3,B,1,1,0,B,1.0,,14.014080891385674,5.853419332765043,2023-09-14 16:27:57.001452,694,208,1,,,1.0,B,,8
1645,1671,1,B,1,0,0,,,,97.39006855990738,,2023-09-14 16:29:37.746305,1995,209,0,,,,B,,0
1646,1672,2,D,1,0,0,,,,40.84210626222193,,2023-09-14 16:30:18.667085,128,209,0,,,,D,,1
1647,1673,3,B,1,0,1,D,0.0,B,77.68604405783117,38.083497658371925,2023-09-14 16:31:36.465899,2932,209,1,0.0,0.0,0.0,B,0.0,2
1648,1674,4,C,1,0,0,,,,40.527118688449264,,2023-09-14 16:32:17.053315,1579,209,0,,,,C,,3
1649,1675,5,B,1,0,0,,,,29.609576829709113,,2023-09-14 16:32:46.720168,2193,209,0,,,,B,,4
1650,1676,6,A,1,0,1,B,0.0,A,52.85133454296738,23.48305726610124,2023-09-14 16:33:39.640971,1432,209,1,0.0,0.0,0.0,A,0.0,5
1651,1677,7,C,1,0,1,A,0.0,C,52.0422085840255,9.315967665985227,2023-09-14 16:34:31.772257,1565,209,1,0.0,0.0,0.0,C,0.0,6
1652,1678,8,B,1,0,1,D,0.0,B,26.871580939739943,1.5554171344265342,2023-09-14 16:35:48.466815,936,209,1,0.0,0.0,0.0,B,0.0,7
1653,1679,9,A,1,0,1,B,0.0,A,24.352075634524226,11.384519100189209,2023-09-14 16:36:12.878917,309,209,1,0.0,0.0,0.0,A,0.0,8
1654,1680,10,B,1,0,0,,,,13.022855764254928,,2023-09-14 16:36:25.954830,1558,209,0,,,,B,,9
1655,1681,11,B,1,0,1,D,0.0,B,32.30200761836022,2.3821789622306824,2023-09-14 16:36:58.327759,155,209,1,0.0,0.0,0.0,B,0.0,10
1656,1682,12,D,1,0,1,C,0.0,D,52.26125191524625,15.725695302709937,2023-09-14 16:37:50.676017,1270,209,1,0.0,0.0,0.0,D,0.0,11
1657,1683,1,C,0,0,1,D,1.0,B,11.677808230742812,2.961939708329737,2023-09-14 16:40:55.545459,2852,212,1,1.0,0.0,0.0,D,0.0,0
1658,1684,1,B,0,0,1,D,0.0,C,2.8207081174477935,1.4169520139694214,2023-09-14 16:40:59.799339,178,212,1,1.0,0.0,0.0,C,1.0,1
1659,1685,1,C,1,1,0,C,1.0,,41.63294037152082,27.52600787486881,2023-09-14 16:41:42.856026,311,211,1,,,1.0,C,,0
1660,1686,2,D,1,0,1,C,0.0,D,21.228200513869524,12.38876427989453,2023-09-14 16:42:04.149509,1865,211,1,0.0,0.0,0.0,D,0.0,1
1661,1687,3,A,1,0,1,D,0.0,A,22.31100172828883,13.521704067476094,2023-09-14 16:42:26.592619,1542,211,1,0.0,0.0,0.0,A,0.0,2
1662,1688,4,B,1,0,0,,,,6.61467158049345,,2023-09-14 16:42:33.273493,482,211,0,,,,B,,3
1663,1689,5,D,1,0,0,,,,8.752970159053802,,2023-09-14 16:42:42.100006,1997,211,0,,,,D,,4
1664,1690,6,D,1,1,0,A,0.0,,21.784021608531475,16.29293857049197,2023-09-14 16:43:03.941748,65,211,1,,,0.0,D,,5
1665,1691,7,A,1,0,0,,,,21.389188135042787,,2023-09-14 16:43:25.393579,1553,211,0,,,,A,,6
1666,1692,8,A,0,1,0,A,0.0,,18.549739908427,12.771350384689867,2023-09-14 16:44:18.949039,3024,211,1,,,1.0,B,,7
1667,1693,8,B,1,0,0,,,,11.363218906335533,,2023-09-14 16:44:34.120417,2686,211,0,,,,B,,8
1668,1694,9,A,0,0,1,A,0.0,D,20.2811258463189,10.956613468937576,2023-09-14 16:44:54.493410,1829,211,1,1.0,1.0,1.0,D,1.0,9
1669,1695,8,C,1,0,0,,,,5.481233046390116,,2023-09-14 16:45:03.476676,1258,211,0,,,,C,,10
1670,1696,9,C,1,0,1,C,1.0,D,7.921604168601334,2.816704886034131,2023-09-14 16:45:11.468459,2871,211,1,1.0,1.0,1.0,C,0.0,11
1671,1697,10,B,0,0,1,B,0.0,A,8.754804288968444,2.407056919299066,2023-09-14 16:45:20.287591,1493,211,1,1.0,1.0,1.0,A,1.0,12
1672,1698,8,B,0,1,0,B,0.0,,28.06538596842438,1.505098165012896,2023-09-14 16:45:50.403206,780,211,1,,,1.0,C,,13
1673,1699,8,A,0,0,0,,,,5.6734927501529455,,2023-09-14 16:45:57.827032,2136,211,0,,,,D,,14
1674,1700,8,D,0,0,1,C,1.0,D,8.493120501749218,5.0802439684048295,2023-09-14 16:46:09.635090,1132,211,1,0.0,0.0,0.0,C,0.0,15
1675,1701,8,C,1,0,0,,,,4.402325074188411,,2023-09-14 16:46:16.380617,3004,211,0,,,,C,,16
1676,1702,9,B,1,0,0,,,,6.720228999853134,,2023-09-14 16:46:23.167576,2076,211,0,,,,B,,17
1677,1703,10,D,0,1,0,C,0.0,,10.29419778380543,2.8674277123063803,2023-09-14 16:46:33.561825,1097,211,1,,,0.0,B,,18
1678,1704,8,A,1,0,1,B,0.0,A,4.214097534306347,1.2109845876693726,2023-09-14 16:46:39.128471,94,211,1,0.0,0.0,0.0,A,0.0,19
1679,1705,1,D,1,1,0,D,1.0,,151.08417165651917,114.11888208333403,2023-09-14 16:46:51.953462,542,214,1,,,1.0,D,,0
1680,1706,9,B,1,1,0,B,1.0,,26.19257921166718,17.36282310448587,2023-09-14 16:47:05.394894,2657,211,1,,,1.0,B,,20
1681,1707,10,C,0,0,0,,,,6.0508252158761024,,2023-09-14 16:47:11.504300,1088,211,0,,,,B,,21
1682,1708,8,C,1,0,0,,,,4.057009093463421,,2023-09-14 16:47:20.337107,75,211,0,,,,C,,22
1683,1709,2,B,1,1,0,B,1.0,,30.50268794875592,21.932353841140866,2023-09-14 16:47:22.529144,1512,214,1,,,1.0,B,,1
1684,1710,9,B,1,0,1,C,0.0,B,4.617564940825105,1.8554438585415483,2023-09-14 16:47:25.022504,433,211,1,0.0,0.0,0.0,B,0.0,23
1685,1711,10,B,1,0,0,,,,6.5906501822173595,,2023-09-14 16:47:31.681937,2433,211,0,,,,B,,24
1686,1712,11,A,1,0,1,B,0.0,A,9.322879775427282,3.365810364484787,2023-09-14 16:47:41.070212,2344,211,1,0.0,0.0,0.0,A,0.0,25
1687,1713,12,D,1,1,0,D,1.0,,12.163823831826448,5.503174432553351,2023-09-14 16:47:53.294336,1557,211,1,,,1.0,D,,26
1688,1714,3,B,1,1,0,B,1.0,,33.70565562136471,13.395126664079726,2023-09-14 16:47:56.328650,2955,214,1,,,1.0,B,,2
1689,1715,4,C,0,1,0,C,0.0,,8.857415940612555,2.7790672527626157,2023-09-14 16:48:05.257701,1748,214,1,,,1.0,D,,3
1690,1716,3,D,0,0,1,D,0.0,A,19.49342325516045,7.14178700465709,2023-09-14 16:48:29.471532,2746,214,1,1.0,1.0,1.0,B,0.0,4
1691,1717,3,A,0,0,0,,,,43.335542449727654,,2023-09-14 16:49:14.591079,1210,214,0,,,,C,,5
1692,1718,3,A,1,1,0,A,1.0,,9.580291030928493,2.31236675940454,2023-09-14 16:49:25.743288,2473,214,1,,,1.0,A,,6
1693,1719,4,D,0,0,0,,,,6.5199045753106475,,2023-09-14 16:49:32.371184,1436,214,0,,,,C,,7
1694,1720,3,D,1,0,1,D,1.0,A,16.2542671430856,6.088324899785221,2023-09-14 16:49:49.960847,2136,214,1,1.0,1.0,1.0,D,0.0,8
1695,1721,4,A,0,1,0,A,0.0,,11.643112025223672,2.6161406077444553,2023-09-14 16:50:01.685999,507,214,1,,,1.0,B,,9
1696,1722,3,C,1,0,1,C,1.0,B,12.970264377072453,2.492928508669138,2023-09-14 16:51:00.472391,2796,214,1,1.0,1.0,1.0,C,0.0,10
1697,1723,4,B,1,1,0,B,1.0,,33.337423015385866,8.129429603926837,2023-09-14 16:51:33.880919,92,214,1,,,1.0,B,,11
1698,1724,1,D,1,0,0,,,,12.968246173113585,,2023-09-14 16:51:58.197773,2045,215,0,,,,D,,0
1699,1725,5,B,1,1,0,B,1.0,,25.59440943505615,2.9187582163140178,2023-09-14 16:51:59.545089,2489,214,1,,,1.0,B,,12
1700,1726,2,C,1,0,0,,,,28.258141701109707,,2023-09-14 16:52:26.518695,513,215,0,,,,C,,1
1701,1727,3,C,1,0,0,,,,5.655705356970429,,2023-09-14 16:52:32.299399,239,215,0,,,,C,,2
1702,1728,6,C,1,1,0,A,0.0,,42.405729920603335,30.645935305394232,2023-09-14 16:52:42.052608,550,214,1,,,0.0,C,,13
1703,1729,4,C,1,0,0,,,,13.301840486004949,,2023-09-14 16:52:45.654500,2824,215,0,,,,C,,3
1704,1730,5,C,1,0,0,,,,7.2492251535877585,,2023-09-14 16:52:52.955753,544,215,0,,,,C,,4
1705,1731,7,C,1,1,0,C,1.0,,16.592896302230656,9.718767805956304,2023-09-14 16:52:58.736178,239,214,1,,,1.0,C,,14
1706,1732,6,A,1,0,0,,,,17.52825726941228,,2023-09-14 16:53:10.564198,2405,215,0,,,,A,,5
1707,1733,7,C,0,0,0,,,,6.097965145483613,,2023-09-14 16:53:16.741324,2448,215,0,,,,D,,6
1708,1734,3,A,1,0,0,,,,8.551657997071743,,2023-09-14 16:53:30.337508,2424,215,0,,,,A,,7
1709,1735,8,D,1,0,0,,,,11.406728863716125,,2023-09-14 16:53:46.041740,1363,214,0,,,,D,,15
1710,1736,9,D,1,1,0,D,1.0,,13.050284287892282,3.159841044805944,2023-09-14 16:53:59.204898,128,214,1,,,1.0,D,,16
1711,1737,4,A,0,0,1,A,0.0,D,30.74050807580352,21.642011392861605,2023-09-14 16:54:01.150928,2080,215,1,1.0,1.0,1.0,D,1.0,8
1712,1738,10,C,1,1,0,C,1.0,,16.046192372217774,5.196429253555834,2023-09-14 16:54:15.318941,735,214,1,,,1.0,C,,17
1713,1739,11,A,1,1,0,A,1.0,,11.226752297021449,2.0340491086244583,2023-09-14 16:54:26.761951,742,214,1,,,1.0,A,,18
1714,1740,12,A,1,0,1,B,0.0,A,72.44848768226802,3.5261194333434105,2023-09-14 16:55:39.273399,407,214,1,0.0,0.0,0.0,A,0.0,19
1715,1741,1,B,1,0,0,,,,10.650426285341382,,2023-09-14 16:55:39.431693,1798,216,0,,,,B,,0
1716,1742,2,D,1,0,0,,,,76.0823618862778,,2023-09-14 16:56:55.603859,1040,216,0,,,,D,,1
1717,1743,1,A,0,0,0,,,,9.965469009242952,,2023-09-14 16:56:56.702003,1751,217,0,,,,C,,0
1718,1744,3,B,1,1,0,A,0.0,,96.32452407386154,65.92181166447699,2023-09-14 16:58:32.066422,500,216,1,,,0.0,B,,2
1719,1745,4,B,1,1,0,B,1.0,,49.32749933656305,26.76732756663114,2023-09-14 16:59:21.437235,1284,216,1,,,1.0,B,,3
1720,1746,1,C,1,1,0,C,1.0,,55.517410478554666,41.34658275078982,2023-09-14 16:59:46.883463,720,219,1,,,1.0,C,,0
1721,1747,2,A,1,0,0,,,,10.955302997492254,,2023-09-14 16:59:57.896882,67,219,0,,,,A,,1
1722,1748,5,C,1,0,1,B,0.0,C,51.303278430365026,14.509770370088518,2023-09-14 17:00:12.811340,677,216,1,0.0,0.0,0.0,C,0.0,4
1723,1749,3,C,1,1,0,C,1.0,,19.02363276388496,7.012753361836076,2023-09-14 17:00:17.043612,2943,219,1,,,1.0,C,,2
1724,1750,6,B,1,1,0,B,1.0,,38.412317044101655,23.82739397417754,2023-09-14 17:00:51.326651,2929,216,1,,,1.0,B,,5
1725,1751,4,C,1,1,0,C,1.0,,37.495074518956244,16.7775217872113,2023-09-14 17:00:54.604876,1039,219,1,,,1.0,C,,3
1726,1752,7,A,1,1,0,A,1.0,,48.87072749249637,16.15803275629878,2023-09-14 17:01:40.251297,1846,216,1,,,1.0,A,,6
1727,1753,5,C,1,0,1,B,0.0,C,47.345409316942096,7.614434028975666,2023-09-14 17:01:42.024226,183,219,1,0.0,0.0,0.0,C,0.0,4
1728,1754,6,B,1,1,0,A,0.0,,48.09171674121171,34.134660786017776,2023-09-14 17:02:30.184590,160,219,1,,,0.0,B,,5
1729,1755,7,B,1,1,0,B,1.0,,31.831620854325593,23.803304645232856,2023-09-14 17:03:02.089799,72,219,1,,,1.0,B,,6
1730,1756,8,D,1,1,0,D,1.0,,31.463509700261056,16.498534820973873,2023-09-14 17:03:19.920239,1932,216,1,,,1.0,D,,7
1731,1757,1,D,1,0,1,C,0.0,D,38.017330376431346,7.715771093033254,2023-09-14 17:03:41.563910,2998,223,1,0.0,0.0,0.0,D,0.0,0
1732,1758,2,D,1,0,0,,,,6.695085898041725,,2023-09-14 17:03:48.339442,37,223,0,,,,D,,1
1733,1759,9,D,1,0,1,C,0.0,D,32.9674474792555,20.353396930731833,2023-09-14 17:03:52.961486,746,216,1,0.0,0.0,0.0,D,0.0,8
1734,1760,8,C,0,1,0,C,0.0,,31.951698320917785,27.29692858736962,2023-09-14 17:04:00.555493,2928,219,1,,,1.0,A,,7
1735,1761,3,A,1,0,0,,,,24.527674853801727,,2023-09-14 17:04:13.030152,129,223,0,,,,A,,2
1736,1762,10,C,1,1,0,C,1.0,,23.4540588920936,14.86785571463406,2023-09-14 17:04:16.620782,1914,216,1,,,1.0,C,,9
1737,1763,1,D,0,0,1,D,0.0,C,54.16056498885155,35.36401787120849,2023-09-14 17:04:17.933759,2511,222,1,1.0,1.0,1.0,C,1.0,0
1738,1764,8,B,1,0,1,C,0.0,B,26.29857062920928,5.278888523578644,2023-09-14 17:04:32.248617,874,219,1,0.0,0.0,0.0,B,0.0,8
1739,1765,4,B,1,0,1,C,0.0,B,24.2892035972327,3.6321562007069588,2023-09-14 17:04:37.381150,2383,223,1,0.0,0.0,0.0,B,0.0,3
1740,1766,11,C,1,1,0,C,1.0,,29.06111851334572,15.299357210285962,2023-09-14 17:04:45.742377,1822,216,1,,,1.0,C,,10
1741,1767,9,A,1,0,0,,,,18.611408771015704,,2023-09-14 17:04:50.938518,269,219,0,,,,A,,9
1742,1768,1,C,0,1,0,C,0.0,,21.954974842257798,16.35312693566084,2023-09-14 17:05:01.562191,2301,222,1,,,1.0,A,,1
1743,1769,10,D,0,1,0,D,0.0,,12.22103847656399,5.321804262697697,2023-09-14 17:05:03.225705,2336,219,1,,,1.0,B,,10
1744,1770,12,A,0,0,1,C,1.0,A,20.21580443996936,9.793942669406533,2023-09-14 17:05:06.069160,2018,216,1,0.0,0.0,0.0,C,0.0,11
1745,1771,8,A,1,0,1,D,0.0,A,10.061643606983125,2.7488487381488085,2023-09-14 17:05:15.743026,2542,219,1,0.0,0.0,0.0,A,0.0,11
1746,1772,1,A,0,0,1,C,0.0,A,7.953374535776675,0.9623703453689814,2023-09-14 17:05:18.685262,2422,222,1,0.0,0.0,0.0,B,0.0,2
1747,1773,5,B,1,0,1,C,0.0,B,54.12711176741868,1.8319619782269,2023-09-14 17:05:31.583229,2427,223,1,0.0,0.0,0.0,B,0.0,4
1748,1774,9,C,1,0,1,A,0.0,C,16.12124543543905,4.876827158033848,2023-09-14 17:05:31.978668,2573,219,1,0.0,0.0,0.0,C,0.0,12
1749,1775,1,A,0,0,1,A,0.0,C,15.535300597548485,5.099823351018131,2023-09-14 17:05:40.147413,1210,222,1,1.0,1.0,1.0,C,1.0,3
1750,1776,10,C,1,0,0,,,,8.590794299729168,,2023-09-14 17:05:40.625175,2005,219,0,,,,C,,13
